Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,time
WILDCAT HILLS,51.269,-114.721,AB,-6.2,0,NA,11.5,0,-24.5,0,20.8,0,NA,20.8,0,NA,0.0,8,,,NA,749.6,0.0,3037550,1451631600.0
WRENTHAM AGDM,49.500,-112.117,AB,-5.5,10,NA,11.3,6,-28.4,6,,,NA,6.7,11,NA,,3,,,NA,493.4,0.0,3037675,1451631600.0
OKOTOKS,50.729,-113.961,AB,-5.0,0,3.0,14.0,0,-28.0,0,16.2,0,112.0,16.2,0,109.0,0.0,5,,,NA,714.3,0.0,303M9JM,1451631600.0
DEL BONITA AGDM,49.050,-112.817,AB,-4.7,2,NA,8.0,2,-21.1,1,,,NA,9.8,2,NA,,1,,,NA,658.2,0.0,3042045,1451631600.0
MANYBERRIES AGCM,49.364,-110.678,AB,-8.6,8,NA,9.0,6,-26.1,2,,,NA,4.9,7,NA,,1,,,NA,611.7,0.0,3044203,1451631600.0
MASINASIN AGDM,49.137,-111.652,AB,-4.9,1,NA,12.2,0,-26.6,1,,,NA,7.4,1,NA,0.0,3,,,NA,685.9,0.0,3044232,1451631600.0
MILK RIVER,49.133,-112.050,AB,-5.9,0,NA,13.3,0,-28.3,0,,,NA,5.5,0,NA,1.0,3,,,NA,740.8,0.0,3044533,1451631600.0
ONEFOUR CDA,49.117,-110.467,AB,-7.9,0,NA,10.8,0,-22.4,0,,,NA,3.9,0,NA,0.0,1,,,NA,803.0,0.0,3044923,1451631600.0
PAKOWKI LAKE AGCM,49.225,-111.126,AB,-7.6,1,NA,12.0,1,-27.6,0,,,NA,15.1,1,NA,,6,,,NA,768.2,0.0,3045000,1451631600.0
BANFF CS,51.193,-115.552,AB,-6.5,0,NA,7.3,0,-24.4,0,,,NA,7.9,0,NA,31.0,3,,,NA,758.5,0.0,3050519,1451631600.0
BEAVER MINES,49.468,-114.175,AB,-3.3,17,NA,8.0,16,-24.6,7,,,NA,3.9,21,NA,0.0,1,,,NA,298.4,0.0,3050602,1451631600.0
BOW VALLEY,51.083,-115.067,AB,-4.3,0,NA,9.7,0,-24.6,0,,,NA,11.6,0,NA,,5,,,NA,692.0,0.0,3050778,1451631600.0
CROWSNEST,49.628,-114.482,AB,-4.0,0,NA,8.6,0,-25.0,0,,,NA,1.0,27,NA,,1,,,NA,681.5,0.0,3051R4R,1451631600.0
JASPER WARDEN,52.926,-118.030,AB,-7.0,0,NA,6.4,0,-26.2,0,,,NA,4.2,0,NA,25.0,1,,,NA,776.5,0.0,3053536,1451631600.0
KANANASKIS,51.028,-115.035,AB,-4.2,0,1.8,11.0,0,-21.5,0,13.8,0,63.0,10.2,0,48.0,0.0,6,,,NA,688.9,0.0,3053600,1451631600.0
KANANASKIS POCATERRA,50.713,-115.120,AB,-7.5,26,2.2,5.0,20,-21.0,20,7.0,20,NA,7.0,20,NA,,3,,,NA,127.5,0.0,3053604,1451631600.0
NORDEGG CS,52.492,-116.040,AB,-5.4,0,NA,12.8,0,-25.6,0,,,NA,6.3,0,NA,9.0,3,,,NA,726.1,0.0,3054843,1451631600.0
PEKISKO,50.368,-114.416,AB,-5.5,0,NA,9.1,0,-24.0,0,,,NA,13.8,0,NA,19.0,4,,,NA,729.5,0.0,3055119,1451631600.0
WATERTON PARK GATE,49.131,-113.809,AB,-1.9,0,NA,11.1,0,-25.8,0,,,NA,22.7,0,NA,,7,,,NA,616.0,0.0,3056214,1451631600.0
NAKISKA RIDGETOP,50.943,-115.190,AB,-6.1,2,NA,7.9,2,-16.7,2,,,NA,,,NA,,,,,NA,699.3,0.0,305MGFF,1451631600.0
ATHABASCA AGCM,54.635,-113.382,AB,-9.8,0,NA,7.8,0,-34.8,0,,,NA,18.1,1,NA,,7,,,NA,862.7,0.0,3060330,1451631600.0
ATMORE AGDM,54.782,-112.825,AB,-12.0,2,NA,5.6,2,-35.2,1,,,NA,22.9,2,NA,17.0,7,,,NA,871.1,0.0,3060406,1451631600.0
BARRHEAD CS,54.095,-114.448,AB,-11.2,0,NA,7.7,0,-26.4,0,,,NA,8.4,0,NA,14.0,4,,,NA,906.2,0.0,3060535,1451631600.0
BRULE BLACK CAT,53.350,-117.867,AB,-7.0,13,3.2,11.5,8,-25.5,7,19.4,4,NA,19.4,4,NA,12.0,5,,,NA,450.3,0.0,3060903,1451631600.0
CAMPSIE AUTO,54.131,-114.678,AB,-11.2,0,NA,9.7,0,-26.9,0,,,NA,8.4,0,NA,13.0,4,,,NA,906.4,0.0,3061201,1451631600.0
DAPP AGDM,54.317,-113.950,AB,-13.3,15,NA,6.0,7,-29.6,14,,,NA,3.1,17,NA,,1,,,NA,500.2,0.0,3061975,1451631600.0
EDSON,53.579,-116.465,AB,-8.5,1,NA,12.0,1,-23.9,1,,,NA,15.7,1,NA,,3,,,NA,796.4,0.0,3062239,1451631600.0
EDSON CLIMATE,53.580,-116.453,AB,-8.2,0,NA,11.2,0,-23.7,0,,,NA,9.9,0,NA,28.0,3,,,NA,813.6,0.0,3062246,1451631600.0
ENTWISTLE,53.600,-114.983,AB,-8.8,1,2.5,11.0,1,-24.0,1,10.0,1,NA,10.0,1,NA,28.0,4,,,NA,803.6,0.0,3062451,1451631600.0
EVANSBURG2 AGCM,53.614,-115.062,AB,-5.4,21,NA,9.9,21,-20.9,21,,,NA,0.0,21,NA,,0,,,NA,234.4,0.0,3062476,1451631600.0
FORT ASSINIBOINE AGCM,54.410,-114.769,AB,-10.6,8,NA,7.6,4,-25.6,7,,,NA,9.0,9,NA,,2,,,NA,657.6,0.0,3062660,1451631600.0
FORT MCMURRAY CS,56.651,-111.213,AB,-13.7,0,NA,5.4,0,-36.0,0,,,NA,14.2,0,NA,,2,,,NA,981.5,0.0,3062696,1451631600.0
FORT MCMURRAY A,56.653,-111.223,AB,-13.9,1,NA,5.3,1,-35.4,1,,,NA,8.2,1,NA,,2,,,NA,958.1,0.0,3062697,1451631600.0
HENDRICKSON CREEK,53.795,-118.447,AB,-9.0,4,NA,9.0,4,-30.0,2,,,NA,16.8,5,NA,50.0,4,,,NA,727.7,0.0,3063135,1451631600.0
HIGH PRAIRIE AGDM,55.396,-116.479,AB,-12.0,0,NA,8.3,0,-31.0,0,,,NA,24.6,0,NA,,8,,,NA,928.7,0.0,3063165,1451631600.0
ISLAND LAKE SOUTH,54.821,-113.543,AB,-11.0,0,NA,7.2,0,-34.1,0,,,NA,16.5,5,NA,16.0,6,,,NA,898.2,0.0,3063600,1451631600.0
LAC LA BICHE CLIMATE,54.769,-112.024,AB,-11.7,0,NA,5.9,0,-36.6,0,,,NA,32.3,0,NA,25.0,7,,,NA,921.7,0.0,3063686,1451631600.0
MILDRED LAKE,57.041,-111.559,AB,-13.1,0,NA,6.2,0,-33.0,0,,,NA,15.8,0,NA,,4,,,NA,963.1,0.0,3064528,1451631600.0
RICH LAKE AGDM,54.500,-111.700,AB,-10.4,9,NA,4.3,8,-27.8,7,,,NA,24.8,9,NA,,5,,,NA,624.5,0.0,3065475,1451631600.0
SLAVE LAKE,55.293,-114.777,AB,-11.3,1,NA,7.9,1,-25.6,1,,,NA,25.8,1,NA,,2,,,NA,879.5,0.0,3065995,1451631600.0
SLAVE LAKE RCS,55.293,-114.777,AB,-11.1,0,NA,7.9,0,-25.7,0,,,NA,19.9,0,NA,1.0,7,,,NA,902.5,0.0,3065997,1451631600.0
TAWATINAW AGCM,54.300,-113.520,AB,-10.6,2,NA,6.2,2,-29.9,0,,,NA,11.9,4,NA,,5,,,NA,829.5,0.0,3066367,1451631600.0
WHITECOURT,54.140,-115.784,AB,-8.6,0,NA,13.2,0,-23.5,0,,,NA,,,NA,,,,,NA,823.5,0.0,3067371,1451631600.0
WHITECOURT A,54.144,-115.787,AB,-9.5,1,NA,5.2,1,-23.4,0,,,NA,,,NA,25.0,,,,NA,825.7,0.0,3067373,1451631600.0
WILLOW CREEK 1,53.386,-118.348,AB,-10.1,1,NA,7.3,1,-32.4,0,,,NA,9.0,1,NA,36.0,3,,,NA,843.6,0.0,306GE70,1451631600.0
BEAVERLODGE RCS,55.197,-119.396,AB,-9.0,0,NA,6.9,0,-25.8,0,,,NA,19.0,0,NA,13.0,4,,,NA,836.2,0.0,3070600,1451631600.0
BROWNVALE AGCM,56.118,-117.886,AB,-9.4,8,NA,5.3,5,-26.1,5,,,NA,18.9,11,NA,,5,,,NA,629.5,0.0,3070800,1451631600.0
EAGLESHAM AGCM,55.808,-117.887,AB,-11.9,0,NA,7.2,0,-29.1,0,,,NA,19.0,0,NA,,4,,,NA,928.4,0.0,3072151,1451631600.0
EGG ISLAND,58.981,-110.439,AB,-15.4,7,NA,-1.5,3,-29.1,5,,,NA,,,NA,,,,,NA,802.4,0.0,3072246,1451631600.0
FAIRVIEW AGDM,56.081,-118.439,AB,-11.2,2,NA,5.4,2,-23.2,1,,,NA,36.3,2,NA,,12,,,NA,845.9,0.0,3072525,1451631600.0
FORT CHIPEWYAN,58.767,-111.117,AB,-15.8,0,NA,0.4,0,-37.4,0,,,NA,1.6,0,NA,,1,,,NA,1047.0,0.0,3072655,1451631600.0
FORT CHIPEWYAN RCS,58.767,-111.117,AB,-16.0,0,NA,0.3,0,-37.9,0,,,NA,,,NA,18.0,,,,NA,1054.1,0.0,3072659,1451631600.0
FORT VERMILION,58.382,-116.040,AB,-16.2,2,NA,4.2,2,-31.0,1,,,NA,14.5,2,NA,32.0,5,,,NA,991.7,0.0,3072723,1451631600.0
GRANDE PRAIRIE A,55.180,-118.885,AB,-11.3,0,NA,6.5,0,-24.9,0,28.8,0,NA,23.2,0,NA,15.0,7,,,NA,909.7,0.0,3072921,1451631600.0
HAWK HILLS AGCM,57.265,-117.298,AB,-13.6,0,NA,6.1,0,-34.5,0,,,NA,10.2,0,NA,,3,,,NA,980.6,0.0,3073071,1451631600.0
HIGH LEVEL,58.622,-117.165,AB,-15.3,0,NA,6.0,0,-30.8,0,,,NA,28.6,0,NA,,2,,,NA,1033.7,0.0,3073140,1451631600.0
HIGH LEVEL A,58.621,-117.165,AB,-15.7,0,4.7,6.1,0,-31.7,0,14.8,0,61.0,11.4,0,58.0,29.0,4,,,NA,1043.2,0.0,3073146,1451631600.0
JEAN COTE AGCM,55.913,-117.120,AB,-11.4,0,NA,5.5,0,-26.2,0,,,NA,20.1,0,NA,,5,,,NA,910.6,0.0,3073535,1451631600.0
LA CRETE AGCM,58.172,-116.343,AB,-13.8,2,NA,5.5,1,-32.5,2,,,NA,13.8,2,NA,,3,,,NA,921.9,0.0,3073730,1451631600.0
LA GLACE AGCM,55.422,-119.255,AB,-10.6,0,NA,6.1,0,-29.4,0,,,NA,20.2,0,NA,,5,,,NA,887.5,0.0,3073740,1451631600.0
MANNING AGDM,56.974,-117.451,AB,-14.1,1,NA,6.6,1,-33.6,0,,,NA,,,NA,,,,,NA,963.8,0.0,3074190,1451631600.0
CLEARDALE AGDM,56.314,-119.745,AB,-11.8,2,NA,7.4,2,-25.4,1,,,NA,23.5,2,NA,,4,,,NA,864.0,0.0,3074935,1451631600.0
PEACE RIVER A,56.227,-117.448,AB,-12.4,0,NA,5.5,0,-27.3,0,17.8,0,NA,18.8,0,NA,12.0,5,,,NA,942.5,0.0,3075041,1451631600.0
PEORIA AGDM,55.621,-118.293,AB,-11.6,3,NA,8.7,2,-28.7,1,,,NA,18.5,6,NA,,4,,,NA,828.7,0.0,3075160,1451631600.0
RED EARTH,56.552,-115.278,AB,-12.1,1,NA,6.2,0,-34.1,1,,,NA,25.3,3,NA,17.0,7,,,NA,901.7,0.0,3075488,1451631600.0
RYCROFT AGCM,55.777,-118.668,AB,-11.5,3,NA,8.0,3,-26.2,0,,,NA,17.9,4,NA,,3,,,NA,824.8,0.0,3075601,1451631600.0
SAVANNA AGCM,56.076,-119.345,AB,-9.3,3,NA,6.2,3,-24.0,0,,,NA,18.0,4,NA,,3,,,NA,763.3,0.0,3075770,1451631600.0
SIMONETTE,54.425,-117.741,AB,-4.4,21,5.0,10.0,12,-26.0,12,5.0,12,NA,5.0,12,NA,,1,,,NA,224.0,0.0,3075937,1451631600.0
SPIRIT RIVER AUTO STATION,55.695,-119.230,AB,-6.8,5,NA,7.0,4,-23.3,2,,,NA,23.8,5,NA,38.0,6,,,NA,645.9,0.0,3076069,1451631600.0
TEEPEE CREEK AGCM,55.352,-118.408,AB,-11.2,1,NA,5.8,1,-25.9,0,,,NA,16.0,1,NA,,5,,,NA,876.2,0.0,3076366,1451631600.0
VALLEYVIEW AGDM,55.098,-117.199,AB,-9.5,7,NA,8.9,5,-25.9,3,,,NA,15.3,9,NA,,6,,,NA,660.7,0.0,3076680,1451631600.0
GARDEN RIVER,58.711,-113.866,AB,-16.0,0,NA,1.2,0,-37.3,0,,,NA,,,NA,,,,,NA,1052.9,0.0,307KPFP,1451631600.0
COLD LAKE A,54.417,-110.283,AB,-12.3,0,2.8,4.4,0,-34.6,0,33.5,0,149.0,28.1,0,175.0,24.0,7,,,NA,939.6,0.0,3081680,1451631600.0
DUPRE AGCM,54.367,-110.868,AB,-13.0,1,NA,4.6,0,-39.2,1,,,NA,34.1,2,NA,,8,,,NA,928.7,0.0,3081690,1451631600.0
ABEE AGDM,54.283,-112.967,AB,-6.8,3,NA,8.1,3,-22.4,1,,,NA,7.4,3,NA,,3,,,NA,644.2,0.0,3010010,1454310000.0
ALBERT HALL AGCM,53.113,-111.181,AB,-4.3,0,NA,8.9,0,-19.4,0,,,NA,6.4,0,NA,,2,,,NA,647.4,0.0,3010060,1454310000.0
ALLIANCE AGCM,52.315,-111.779,AB,-2.3,2,NA,12.2,2,-16.0,1,,,NA,7.6,3,NA,,4,,,NA,547.2,0.0,3010162,1454310000.0
ANDREW,54.017,-112.233,AB,-5.6,8,5.0,7.0,8,-19.0,8,16.0,8,NA,18.0,8,NA,,5,,,NA,496.5,0.0,3010234,1454310000.0
ANDREW AGDM,53.917,-112.279,AB,-5.8,1,NA,7.2,1,-20.8,1,,,NA,6.4,3,NA,,3,,,NA,667.4,0.0,3010237,1454310000.0
BELLSHILL AGCM,52.582,-111.465,AB,-5.2,18,NA,10.4,13,-16.6,17,,,NA,1.2,21,NA,,1,,,NA,255.2,0.0,3010650,1454310000.0
BODO AGDM,52.124,-110.101,AB,-3.7,6,NA,11.7,6,-17.8,3,,,NA,11.2,6,NA,,3,,,NA,498.5,0.0,3010730,1454310000.0
BRETON,53.167,-114.483,AB,-5.0,28,NA,6.0,26,-17.0,25,0.0,26,NA,0.0,26,NA,,0,,,NA,23.0,0.0,3010815,1454310000.0
BRETON PLOTS,53.089,-114.441,AB,-1.5,0,NA,15.6,0,-14.3,0,,,NA,14.3,0,NA,,4,,,NA,564.9,0.0,3010816,1454310000.0
BUSBY AGCM,53.931,-113.922,AB,-4.0,0,NA,11.8,0,-18.0,0,,,NA,21.5,0,NA,,9,,,NA,638.1,0.0,3010979,1454310000.0
CADOGAN AGCM,52.334,-110.510,AB,-3.4,2,NA,13.2,2,-18.0,1,,,NA,14.6,3,NA,,3,,,NA,578.4,0.0,3010992,1454310000.0
CAMROSE,53.050,-112.817,AB,-3.1,0,6.6,13.4,0,-18.1,0,,,NA,7.2,0,53.0,5.0,2,,,NA,611.1,0.0,3011240,1454310000.0
CAMROSE 2,52.950,-112.800,AB,-2.4,23,NA,13.0,15,-15.5,15,2.8,12,NA,2.8,12,NA,0.0,1,,,NA,122.6,0.0,3011241,1454310000.0
CARNWOOD,53.234,-114.654,AB,-1.8,0,NA,13.0,0,-16.0,0,16.0,0,NA,16.0,0,NA,15.0,3,,,NA,573.5,0.0,3011350,1454310000.0
CONSORT AGDM,51.937,-110.713,AB,-3.7,5,NA,9.0,5,-17.4,3,,,NA,12.4,6,NA,,2,,,NA,519.8,0.0,3011815,1454310000.0
CORONATION CLIMATE,52.074,-111.449,AB,-4.5,0,NA,6.7,0,-16.9,0,,,NA,8.3,0,NA,1.0,3,,,NA,651.3,0.0,3011887,1454310000.0
CRESTOMERE AGCM,52.733,-113.903,AB,-3.1,3,NA,12.3,3,-17.7,1,,,NA,9.6,3,NA,,2,,,NA,547.7,0.0,3011892,1454310000.0
DAKOTA WEST,52.750,-113.950,AB,-1.9,6,5.7,13.0,6,-15.0,6,11.2,6,NA,11.2,6,NA,5.0,3,,,NA,458.3,0.0,3011953,1454310000.0
DELBURNE AGCM,52.183,-113.176,AB,-2.1,1,NA,11.5,1,-14.4,1,,,NA,7.8,1,NA,,3,,,NA,562.3,0.0,3012050,1454310000.0
DEWBERRY AGCM,53.659,-110.588,AB,-6.0,7,NA,7.2,5,-22.6,4,,,NA,12.4,9,NA,,4,,,NA,527.9,0.0,3012073,1454310000.0
DONALDA SOUTH,52.517,-112.351,AB,-1.6,0,NA,13.5,0,-15.5,0,11.0,0,NA,12.0,0,NA,4.0,3,,,NA,569.8,0.0,3012095,1454310000.0
EDGERTON AGCM,52.778,-110.433,AB,-5.2,5,NA,8.3,4,-17.7,2,,,NA,5.4,6,NA,,2,,,NA,556.9,0.0,3012192,1454310000.0
EDMONTON INTERNATIONAL CS,53.307,-113.606,AB,-3.8,0,NA,12.0,0,-17.7,0,,,NA,,,NA,2.0,,,,NA,632.1,0.0,3012206,1454310000.0
EDMONTON BLATCHFORD,53.573,-113.517,AB,-1.5,0,NA,15.3,0,-14.3,0,,,NA,8.2,0,NA,0.0,4,,,NA,566.3,0.0,3012209,1454310000.0
EDMONTON NAMAO AWOS A,53.667,-113.467,AB,-2.2,1,NA,14.3,1,-14.8,0,,,NA,6.5,1,NA,,3,,,NA,564.3,0.0,3012212,1454310000.0
EDMONTON INTL A,53.310,-113.579,AB,-4.0,0,NA,10.9,0,-17.6,0,11.0,0,NA,10.1,0,NA,7.0,3,,,NA,637.6,0.0,3012216,1454310000.0
EDMONTON VILLENEUVE A,53.668,-113.856,AB,-2.5,1,NA,11.9,1,-14.2,1,,,NA,3.7,1,NA,,1,,,NA,574.2,0.0,3012229,1454310000.0
EDMONTON STONY PLAIN,53.548,-114.108,AB,-1.3,0,6.1,12.8,0,-15.2,0,22.2,0,142.0,15.2,0,104.0,10.0,4,,,NA,560.7,0.0,301222F,1454310000.0
ELK ISLAND NAT PARK,53.683,-112.868,AB,-2.6,0,6.6,13.5,0,-17.8,0,,,NA,8.6,0,76.0,10.0,2,,,NA,597.9,0.0,3012275,1454310000.0
FABYAN,52.967,-111.000,AB,-5.3,0,6.1,8.0,0,-19.0,0,4.0,0,39.0,4.0,0,38.0,,3,,,NA,676.7,0.0,3012515,1454310000.0
FERINTOSH AGCM,52.744,-112.858,AB,-3.7,1,NA,8.9,1,-16.5,1,,,NA,5.5,2,NA,,1,,,NA,608.0,0.0,3012590,1454310000.0
FORESTBURG PLANT SITE,52.467,-112.120,AB,-1.5,2,5.9,12.0,2,-15.0,2,13.8,2,NA,13.8,2,NA,0.0,4,,,NA,527.6,0.0,3012652,1454310000.0
FORESTBURG AGCM,52.548,-112.123,AB,-2.1,1,NA,13.6,1,-15.5,1,,,NA,5.7,2,NA,,3,,,NA,563.0,0.0,3012653,1454310000.0
FORT SASKATCHEWAN,53.717,-113.183,AB,-0.7,18,8.6,8.5,18,-14.0,18,0.0,18,NA,0.0,18,NA,,0,,,NA,206.0,0.0,3012710,1454310000.0
GILT EDGE NORTH AGCM,53.071,-110.621,AB,-5.4,5,NA,5.4,5,-18.6,1,,,NA,6.2,5,NA,,3,,,NA,561.2,0.0,3012790,1454310000.0
GLENEVIS AGCM,53.833,-114.539,AB,-1.3,3,NA,14.0,2,-15.0,2,,,NA,,,NA,,,,,NA,500.5,0.0,3012818,1454310000.0
HALKIRK AGCM,52.116,-112.164,AB,-4.1,0,NA,8.6,0,-16.2,0,,,NA,4.9,4,NA,,2,,,NA,640.7,0.0,3012999,1454310000.0
HEMARUKA AGCM,51.780,-111.212,AB,-5.0,1,NA,8.2,1,-16.5,1,,,NA,9.7,2,NA,,3,,,NA,645.0,0.0,3013140,1454310000.0
HOLDEN AGDM,53.185,-112.246,AB,-4.2,3,NA,9.8,3,-17.8,1,,,NA,7.6,4,NA,,2,,,NA,576.0,0.0,3013340,1454310000.0
HUGHENDEN AGCM,52.578,-110.784,AB,-3.7,3,NA,10.7,3,-17.9,1,,,NA,7.6,4,NA,,3,,,NA,564.7,0.0,3013362,1454310000.0
KILLAM AGDM,52.848,-111.872,AB,-4.1,4,NA,8.4,4,-17.7,1,,,NA,23.2,4,NA,,12,,,NA,552.7,0.0,3013640,1454310000.0
KESSLER AGCM,52.290,-111.113,AB,-2.9,7,NA,12.3,7,-16.7,3,,,NA,4.4,10,NA,,2,,,NA,460.2,0.0,3013644,1454310000.0
KITSCOTY AGCM,53.353,-110.416,AB,-6.0,7,NA,6.3,6,-20.5,4,,,NA,21.9,7,NA,,12,,,NA,527.5,0.0,3013660,1454310000.0
LEGAL AGCM,54.003,-113.474,AB,-4.0,10,NA,10.9,5,-16.7,7,,,NA,9.6,7,NA,,3,,,NA,418.2,0.0,3013790,1454310000.0
LINDBERGH AGDM,53.943,-110.579,AB,-6.5,8,NA,7.6,5,-24.3,4,,,NA,8.7,8,NA,,4,,,NA,513.5,0.0,3013921,1454310000.0
LLOYDMINSTER,53.309,-110.073,AB,-6.5,4,NA,5.8,4,-20.9,4,,,NA,0.0,9,NA,,0,,,NA,613.2,0.0,3013959,1454310000.0
LLOYDMINSTER A,53.309,-110.073,AB,-5.9,0,5.8,5.8,0,-20.8,0,13.2,0,134.0,16.4,0,167.0,10.0,6,,,NA,693.1,0.0,3013961,1454310000.0
HOLDEN SOUTH,53.083,-112.267,AB,,,NA,,,,,11.4,0,107.0,12.2,0,113.0,0.0,3,,,NA,,,3013C44,1454310000.0
MANNVILLE AGCM,53.456,-111.255,AB,-4.6,0,NA,8.2,0,-19.9,0,,,NA,8.1,0,NA,,2,,,NA,654.3,0.0,3014195,1454310000.0
MONITOR,52.017,-110.550,AB,,,NA,,,,,19.4,0,223.0,28.0,0,317.0,0.0,5,,,NA,,,3014600,1454310000.0
MUNDARE AGDM,53.567,-112.300,AB,-4.1,5,NA,12.0,4,-17.0,2,,,NA,7.6,7,NA,,2,,,NA,530.4,0.0,3014665,1454310000.0
MYRNAM AGCM,53.720,-111.114,AB,-5.6,4,NA,9.4,2,-20.7,4,,,NA,12.2,5,NA,,4,,,NA,589.5,0.0,3014690,1454310000.0
NEW SEREPTA AGCM,53.262,-113.165,AB,-3.3,1,NA,14.1,1,-16.0,1,,,NA,5.5,1,NA,,1,,,NA,597.7,0.0,3014795,1454310000.0
OLIVER AGDM,53.650,-113.350,AB,-2.1,4,NA,13.4,4,-18.6,2,,,NA,,,NA,,,,,NA,503.3,0.0,3014921,1454310000.0
RADWAY AGCM,53.995,-112.879,AB,-4.2,0,NA,14.1,0,-21.0,0,,,NA,,,NA,,,,,NA,644.9,0.0,3015346,1454310000.0
RANFURLY AUTO,53.425,-111.726,AB,-4.2,0,NA,10.5,0,-17.5,0,,,NA,9.0,0,NA,11.0,2,,,NA,642.4,0.0,3015401,1454310000.0
RIBSTONE SOUTH AGCM,52.587,-110.343,AB,-4.0,5,NA,9.9,4,-17.7,2,,,NA,9.3,6,NA,,4,,,NA,527.7,0.0,3015480,1454310000.0
RIVERCOURSE AGCM,53.019,-110.102,AB,-6.1,4,NA,6.8,3,-20.1,3,,,NA,5.2,5,NA,,2,,,NA,603.3,0.0,3015501,1454310000.0
ROCKY MTN HOUSE (AUT),52.421,-114.912,AB,-3.7,3,NA,10.4,3,-20.8,3,,,NA,8.5,3,NA,19.0,3,,,NA,563.7,0.0,3015523,1454310000.0
ROSALIND AGCM,52.780,-112.428,AB,-2.5,0,NA,14.2,0,-15.8,0,,,NA,4.2,0,NA,,2,,,NA,594.3,0.0,3015600,1454310000.0
ST. LINA AGCM,54.282,-111.453,AB,-5.1,2,NA,10.8,2,-25.1,1,,,NA,10.7,1,NA,,4,,,NA,624.0,0.0,3015673,1454310000.0
ST. PAUL AGCM,54.011,-111.272,AB,,,NA,2.3,26,-3.6,28,,,NA,,,NA,,,,,NA,,,3015676,1454310000.0
SEDALIA AGCM,51.590,-110.755,AB,-5.9,5,NA,5.4,4,-16.2,2,,,NA,3.2,5,NA,,1,,,NA,573.0,0.0,3015797,1454310000.0
SEDGEWICK TOWN,52.783,-111.700,AB,-4.0,0,6.9,10.0,0,-18.0,0,10.0,0,113.0,10.0,0,112.0,0.0,2,,,NA,638.5,0.0,3015808,1454310000.0
SHONTS AGCM,53.333,-112.539,AB,-3.0,3,NA,14.0,3,-17.3,1,,,NA,5.6,4,NA,,2,,,NA,545.6,0.0,3015900,1454310000.0
SMOKY LAKE AGDM,54.278,-112.499,AB,-3.8,14,NA,10.3,14,-19.1,14,,,NA,6.5,14,NA,,1,,,NA,326.3,0.0,3016022,1454310000.0
SPONDIN AGCM,51.816,-111.683,AB,-5.5,4,NA,5.9,4,-16.6,1,,,NA,10.3,6,NA,,2,,,NA,587.5,0.0,3016070,1454310000.0
STETTLER AGDM,52.347,-112.596,AB,-2.9,1,NA,10.8,1,-14.7,1,,,NA,7.4,1,NA,,3,,,NA,583.8,0.0,3016124,1454310000.0
THORSBY AGCM,53.217,-113.895,AB,-2.7,4,NA,11.3,1,-15.8,4,,,NA,10.2,5,NA,,4,,,NA,517.6,0.0,3016441,1454310000.0
TOMAHAWK AGDM,53.439,-114.718,AB,-1.8,5,NA,13.0,5,-14.7,2,,,NA,21.8,5,NA,,8,,,NA,475.0,0.0,3016505,1454310000.0
TULLIBY LAKE AGCM,53.664,-110.081,AB,-8.8,6,NA,6.8,5,-25.8,4,,,NA,9.1,7,NA,,4,,,NA,616.5,0.0,3016593,1454310000.0
UNCAS,53.500,-113.033,AB,,,NA,,,,,16.5,0,NA,17.0,0,NA,11.0,4,,,NA,,,3016650,1454310000.0
TWO HILLS AGDM,53.625,-111.678,AB,-4.9,3,NA,8.5,2,-19.0,2,,,NA,5.9,4,NA,,1,,,NA,594.7,0.0,3016655,1454310000.0
VERMILION AGDM,53.344,-110.882,AB,-5.1,4,NA,8.0,4,-20.1,1,,,NA,9.3,5,NA,,3,,,NA,578.4,0.0,3016802,1454310000.0
VIKING AGCM,53.182,-111.732,AB,-4.2,10,NA,6.5,10,-16.6,5,,,NA,4.1,10,NA,,2,,,NA,421.2,0.0,3016841,1454310000.0
VIKING NORTH 3,53.283,-111.767,AB,-4.1,0,NA,9.5,0,-16.5,0,12.1,0,NA,13.1,0,NA,12.0,6,,,NA,641.0,0.0,3016845,1454310000.0
VILNA AGCM,54.130,-111.921,AB,-5.5,1,NA,8.2,1,-21.5,1,,,NA,13.8,2,NA,,5,,,NA,657.5,0.0,3016852,1454310000.0
VIOLET GROVE CS,53.144,-115.126,AB,-1.6,1,NA,12.5,1,-14.9,0,,,NA,2.8,25,NA,8.0,1,,,NA,547.7,0.0,3016860,1454310000.0
VEGREVILLE,53.505,-112.098,AB,-3.9,0,6.9,13.2,0,-19.1,0,,,NA,6.5,0,59.0,0.0,2,,,NA,634.6,0.0,3016GF0,1454310000.0
WETASKIWIN AGCM,52.980,-113.444,AB,-3.4,6,NA,10.0,5,-16.6,2,,,NA,5.6,7,NA,,1,,,NA,491.4,0.0,3017282,1454310000.0
EDMONTON STONY PLAIN CS,53.547,-114.108,AB,-1.7,0,NA,12.3,0,-15.2,0,,,NA,14.4,0,NA,20.0,4,,,NA,570.2,0.0,301A001,1454310000.0
ESTHER 1,51.670,-110.206,AB,-4.0,0,NA,9.6,0,-16.6,0,,,NA,7.8,0,NA,,4,,,NA,637.3,0.0,301B460,1454310000.0
